"","uniq.Subject","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject.Type","genus"
"1913","Bipolaris_sorokiniana|KR819404|SH1657881.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_sorokiniana","ASV644",1,98.361,NA,"Fungi",NA
"1914","Filobasidium_magnum|AF190008|SH2525085.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum----Fungi_sp|KX515092|SH1538560.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV300",2,99.664,0,"Fungi",NA
"1915","Stagonospora_forlicesenensis|KX655557|SH1749474.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__Stagonospora_forlicesenensis","ASV301",1,98.253,NA,"Fungi",NA
"1916","Myrmecridium_schulzeri|MK808741|SH2712568.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__Myrmecridium_schulzeri","ASV302",1,100,NA,"Fungi",NA
"1917","Ophiognomonia_lenticulispora|JQ414277|SH1596915.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Ophiognomonia;s__Ophiognomonia_lenticulispora","ASV303",1,100,NA,"Fungi",NA
"1918","Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii","ASV304",1,98.929,NA,"Fungi",NA
"1919","Ascomycota_sp|MT557197|SH1648790.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","ASV305",1,97.059,NA,"Fungi",NA
"1920","Xylodon_flaviporus|AF145585|SH1517806.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_flaviporus","ASV306",1,100,NA,"Fungi",NA
"1921","Filobasidium_stepposum|DQ222455|SH2525086.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_stepposum","ASV307",1,97.819,NA,"Fungi",NA
"1922","Curvularia_affinis|KM230400|SH1688433.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_affinis","ASV308",1,97.5,NA,"Fungi",NA
"1923","Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis","ASV309",1,99.083,NA,"Fungi",NA
"1924","Tilletiopsis_washingtonensis|AB025686|SH1541583.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomatales_fam_Incertae_sedis;g__Tilletiopsis;s__Tilletiopsis_washingtonensis","ASV31",1,97.806,NA,"Fungi",NA
"1925","Discula_destructiva|AF429741|SH1596916.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Discula;s__Discula_destructiva","ASV655",1,98.305,NA,"Fungi",NA
"1926","Phaeosphaeria_sp|MF683451|SH1646367.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp","ASV311",1,95.146,NA,"Fungi",NA
"1927","Gibberella_tricincta|AB587028|SH1546323.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_tricincta","ASV312",1,99.095,NA,"Fungi",NA
"1928","Leptospora_sp|UDB0223809|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp","ASV313",1,99.524,NA,"Fungi",NA
"1929","Plectosphaerella_oratosquillae|AB425974|SH1644387.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae","ASV314",1,96.903,NA,"Fungi",NA
"1930","Hannaella_zeae|AJ965481|SH1522797.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_zeae","ASV66",1,98.87,NA,"Fungi",NA
"1931","Sporidiobolales_sp|UDB0505167|SH1525609.08FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__unidentified;g__unidentified;s__Sporidiobolales_sp","ASV316",1,94.604,NA,"Fungi",NA
"1932","Leucosporidium_golubevii|AY212987|SH1651372.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_golubevii","ASV317",1,99.631,NA,"Fungi",NA
"1933","Limonomyces_roseipellis|MH347299|SH1546269.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Limonomyces;s__Limonomyces_roseipellis","ASV663",1,99.331,NA,"Fungi",NA
"1934","Chytridiomycota_sp|UDB0326695|SH2699209.08FU|reps|k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Chytridiomycota_sp","ASV664",1,86.441,NA,"Fungi",NA
"1935","Fusarium_ramigenum|U61684|SH2456088.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_ramigenum----Gibberella_fujikuroi|AB587010|SH1610157.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_fujikuroi----Gibberella_fujikuroi|HE652878|SH1610587.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_fujikuroi","ASV32",3,100,0,"Fungi",NA
"1936","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV666",1,97.537,NA,"Fungi",NA
"1937","Thanatephorus_cucumeris|EU730860|SH1554580.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__Thanatephorus_cucumeris","ASV436",1,98.039,NA,"Fungi",NA
"1938","Tetraplosphaeria_sasicola|KY987520|SH1651183.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraplosphaeria;s__Tetraplosphaeria_sasicola","ASV437",1,97.63,NA,"Fungi",NA
"1939","Pleosporales_sp|UDB0579740|SH2734409.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV669",1,98.113,NA,"Fungi",NA
"1940","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV67",1,98.522,NA,"Fungi",NA
"1941","Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","ASV325",1,97.835,NA,"Fungi",NA
"1942","Arthrinium_malaysianum|MH374593|SH1540079.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Apiosporaceae;g__Arthrinium;s__Arthrinium_malaysianum","ASV326",1,99.123,NA,"Fungi",NA
"1943","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV327",1,97.537,NA,"Fungi",NA
"1944","Paraphoma_pye|KU999073|SH1576179.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_pye","ASV328",1,99.492,NA,"Fungi",NA
"1945","Valsa_cypri|EF447411|SH1646954.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Valsa;s__Valsa_cypri","ASV674",1,100,NA,"Fungi",NA
"1946","Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","ASV33",1,100,NA,"Fungi",NA
"1947","Papiliotrema_frias|FM178254|SH1650816.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_frias","ASV330",1,99.58,NA,"Fungi",NA
"1948","Entyloma_hieracii|AY854979|SH1516871.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomataceae;g__Entyloma;s__Entyloma_hieracii","ASV331",1,98.344,NA,"Fungi",NA
"1949","Taphrina_letifera|AF492091|SH1680711.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_letifera","ASV332",1,99.62,NA,"Fungi",NA
"1950","Tremellomycetes_sp|KT328634|SH1648404.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp","ASV333",1,95.357,NA,"Fungi",NA
"1951","Ceratobasidiaceae_sp|JQ972101|SH1556495.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp","ASV68",1,87.107,NA,"Fungi",NA
"1952","Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","ASV335",1,95.133,NA,"Fungi",NA
"1953","Sporisorium_graminicola|KY105505|SH1519656.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium_graminicola","ASV336",1,98.607,NA,"Fungi",NA
"1954","Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV337",1,97.758,NA,"Fungi",NA
"1955","Murispora_medicaginicola|KT736083|SH1734454.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Murispora;s__Murispora_medicaginicola","ASV338",1,87.773,NA,"Fungi",NA
"1956","Filobasidium_magnum|AF190008|SH2525085.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum----Fungi_sp|KX515092|SH1538560.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV339",2,99.664,0,"Fungi",NA
"1957","Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae----Fusarium_sporotrichioides|KC254054|SH1567483.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides","ASV34",2,97.561,0,"Fungi",NA
"1958","Itersonilia_perplexans|AB072233|SH1556067.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_perplexans","ASV340",1,99.655,NA,"Fungi",NA
"1959","Sigarispora_scrophulariae|MG828969|SH1938021.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Sigarispora;s__Sigarispora_scrophulariae","ASV688",1,98.79,NA,"Fungi",NA
"1960","Leptospora_sp|UDB0223809|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp","ASV342",1,99.524,NA,"Fungi",NA
"1961","Bulleromyces_albus|AF444662|SH1574527.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces;s__Bulleromyces_albus","ASV69",1,99.145,NA,"Fungi",NA
"1962","Fungi_sp|UDB0595430|SH2729842.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV344",1,99.13,NA,"Fungi",NA
"1963","Ceratobasidiaceae_sp|JQ972101|SH1556495.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp","ASV692",1,87.107,NA,"Fungi",NA
"1964","Puccinia_recondita|JQ360856|SH1598266.08FU|reps|k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_recondita","ASV346",1,96.923,NA,"Fungi",NA
"1965","Pleosporales_sp|UDB0224260|SH1525126.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV347",1,98.095,NA,"Fungi",NA
"1966","Vishniacozyma_dimennae|EU266559|SH1544133.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae","ASV348",1,94.787,NA,"Fungi",NA
"1967","Dioszegia_hungarica|AF444379|SH1609774.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica","ASV349",1,100,NA,"Fungi",NA
"1968","Meyerozyma_smithsonii|AY553844|SH1516570.08FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Meyerozyma;s__Meyerozyma_smithsonii","ASV35",1,98.456,NA,"Fungi",NA
"1969","Talaromyces_oumae-annae|KJ775720|SH1676220.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_oumae-annae","ASV350",1,97.403,NA,"Fungi",NA
"1970","Papiliotrema_aurea|AB035045|SH1576893.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_aurea","ASV351",1,99.119,NA,"Fungi",NA
"1971","Hannaella_zeae|AJ965481|SH1522797.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_zeae","ASV353",1,98.87,NA,"Fungi",NA
"1972","Murispora_medicaginicola|KT736083|SH1734454.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Murispora;s__Murispora_medicaginicola","ASV354",1,87.391,NA,"Fungi",NA
"1973","Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV355",1,99.552,NA,"Fungi",NA
"1974","Nothophoma_anigozanthi|GU237852|SH2232478.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma_anigozanthi----Macroventuria_anomochaeta|GU237881|SH1920674.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Macroventuria;s__Macroventuria_anomochaeta","ASV357",2,100,0,"Fungi",NA
"1975","Puccinia_coronata|EU014044|SH1598231.08FU|refs|k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_coronata","ASV358",1,100,NA,"Fungi",NA
"1976","Dioszegia_hungarica|AF444379|SH1609774.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica","ASV359",1,98.387,NA,"Fungi",NA
"1977","Dioszegia_hungarica|AF444379|SH1609774.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica","ASV36",1,99.462,NA,"Fungi",NA
"1978","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV360",1,98.03,NA,"Fungi",NA
"1979","Paraphaeosphaeria_michotii|KJ939279|SH1687328.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_michotii","ASV361",1,100,NA,"Fungi",NA
"1980","Tremellales_sp|AY188360|SH1650812.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV362",1,100,NA,"Fungi",NA
"1981","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","ASV364",1,98.206,NA,"Fungi",NA
"1982","Fungi_sp|KX516296|SH1647642.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV365",1,96.04,NA,"Fungi",NA
"1983","Curvibasidium_pallidicorallinum|KY102982|SH2579057.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_pallidicorallinum","ASV367",1,99.351,NA,"Fungi",NA
"1984","Vishniacozyma_dimennae|EU266559|SH1544133.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae----Vishniacozyma_dimennae|KU515667|SH1544136.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae","ASV368",2,97.115,0,"Fungi",NA
"1985","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV369",1,98.03,NA,"Fungi",NA
"1986","Epicoccum_catenisporum|FJ427069|SH2232606.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_catenisporum----Epicoccum_ovisporum|FJ427068|SH2232129.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_ovisporum","ASV37",2,99.563,0,"Fungi",NA
"1987","Ascomycota_sp|HG935199|SH1648785.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","ASV370",1,96.04,NA,"Fungi",NA
"1988","Endoconidioma_populi|AY604526|SH1515066.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__Endoconidioma_populi","ASV716",1,99.16,NA,"Fungi",NA
"1989","Epicoccum_proteae|JQ044433|SH2232189.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_proteae----Epicoccum_hordei|KY742097|SH2232164.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_hordei----Ascochyta_herbicola|GU237898|SH2232092.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Ascochyta;s__Ascochyta_herbicola----Epicoccum_nigrum|FJ426996|SH2232030.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum","ASV372",4,99.578,0,"Fungi",NA
"1990","Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","ASV373",1,99.174,NA,"Fungi",NA
"1991","Curvularia_protuberata|KJ922376|SH1526415.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_protuberata","ASV374",1,100,NA,"Fungi",NA
"1992","Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","ASV375",1,99.587,NA,"Fungi",NA
"1993","Filobasidium_magnum|AF190008|SH2525085.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum----Fungi_sp|KX515092|SH1538560.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV376",2,99.664,0,"Fungi",NA
"1994","Cyphellophora_vermispora|GU225947|SH1826275.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_vermispora","ASV377",1,99.167,NA,"Fungi",NA
"1995","Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","ASV378",1,99.174,NA,"Fungi",NA
"1996","Taphrina_inositophila|AY239209|SH1519936.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_inositophila","ASV379",1,99.609,NA,"Fungi",NA
"1997","Papiliotrema_aurea|AB035045|SH1576893.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_aurea","ASV38",1,99.559,NA,"Fungi",NA
"1998","Vishniacozyma_globispora|AF444407|SH1544134.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_globispora","ASV380",1,99.515,NA,"Fungi",NA
"1999","Farysia_acheniorum|KY103396|SH1584057.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Farysia;s__Farysia_acheniorum","ASV726",1,100,NA,"Fungi",NA
"2000","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","ASV382",1,97.758,NA,"Fungi",NA
"2001","Udeniomyces_megalosporus|AF444408|SH1539630.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces_megalosporus","ASV383",1,99.668,NA,"Fungi",NA
"2002","Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV384",1,97.768,NA,"Fungi",NA
"2003","Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","ASV386",1,100,NA,"Fungi",NA
"2004","Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","ASV730",1,94.69,NA,"Fungi",NA
"2005","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV50",1,98.03,NA,"Fungi",NA
"2006","Fungi_sp|KU838358|SH1567847.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV389",1,98.058,NA,"Fungi",NA
"2007","Nectriaceae_sp|UDB0754607|SH1648581.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__unidentified;s__Nectriaceae_sp----Eurotiales_sp|GU053988|SH1648586.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unidentified;g__unidentified;s__Eurotiales_sp","ASV39",2,100,0,"Fungi",NA
"2008","Sporidiobolales_sp|UDB0505167|SH1525609.08FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__unidentified;g__unidentified;s__Sporidiobolales_sp","ASV390",1,94.245,NA,"Fungi",NA
"2009","Ascochyta_rabiei|KT389479|SH1920677.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Ascochyta;s__Ascochyta_rabiei","ASV391",1,100,NA,"Fungi",NA
"2010","Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","ASV392",1,97.368,NA,"Fungi",NA
"2011","Hannaella_sp|UDB0610622|SH1522803.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sp","ASV393",1,97.647,NA,"Fungi",NA
